delta,theta,alpha,beta,gamma,f1,f2,f3,f4
2295634829302129.0,3082982855485797.5,3089514395327777.5,1.3988809232845976e+16,1.1592593373980034e+16,8972615.960355971,332752611.85741687,14600000000.0,-54100000.0
1.134671133451796e+19,1.5165221553970995e+19,1.3942974852575197e+19,3.757263555996535e+19,4.41024179874233e+18,493742729.41135806,17204953677.04205,674000000000.0,-4630000000.0
1.987939045691593e+16,2.6967979507171228e+16,2.703165405185492e+16,1.2241730866220224e+17,1.0145950983026984e+17,27370466.088040434,981213822.419215,37300000000.0,-244000000.0
1.5325923910547962e+19,1.938362370065653e+19,1.7812818926712332e+19,4.780849985851283e+19,5.380729175166168e+18,554960419.6952602,19662660411.593193,789000000000.0,-5580000000.0
5857755029292572.0,7982225758962662.0,7958807795150120.0,3.556171547053778e+16,2.967761023182183e+16,14870772.147516606,529794403.7892043,20400000000.0,-101000.0
2362421581085075.0,3210681263002083.0,3209957205177900.0,1.445077884473373e+16,1.2024536265041276e+16,9463967.466270022,337539574.04305744,12100000000.0,-55600000.0
1.1395117262602437e+26,1.5409686651571202e+26,1.5426678670461727e+26,6.961618735679831e+26,5.791819190864118e+26,2116218976864.6743,75638417907411.0,2740000000000000.0,-4140000000000.0
4530818172415162.0,6100688017506277.0,6038470909388006.0,2.6283853723086428e+16,2.166988246709035e+16,13074780.278640777,459375465.23477685,17600000000.0,-87100.0
1.6218943723662687e+22,2.1434211740264557e+22,2.109735041731188e+22,8.793660087174697e+22,6.394578085563041e+22,23979895476.552063,794634249966.2981,38200000000000.0,-28200000000.0
2.9589575110866955e+22,3.987899442821426e+22,3.992095283142252e+22,1.801000734462867e+23,1.4968369069307988e+23,33956551019.140182,1216619058330.44,46700000000000.0,-79900000000.0
4.5010070989976054e+26,6.1306527785441136e+26,6.136128742630824e+26,2.767569254627259e+27,2.3032430465392078e+27,4186639375832.249,150718503463303.9,6000000000000000.0,-8010000000000.0
5.19196427520263e+24,6.963866784572212e+24,6.964806360711997e+24,3.135311652485167e+25,2.6119487002527828e+25,444641421151.2965,16078594278178.074,659000000000000.0,-397000000000.0
1.23020860927052e+16,1.6635698754255478e+16,1.6704612419385184e+16,7.598089100010883e+16,6.2795334026562856e+16,21322546.636176538,772892233.1533821,31300000000.0,-176000000.0
3.072145994679141e+24,4.1759253942881397e+24,4.17700990660781e+24,1.8808996860906802e+25,1.5663824434969597e+25,346886328728.9627,12431540117756.135,482000000000000.0,-297000000000.0
982724015634864.8,1331922848415963.0,1332720807466885.2,5995708420829043.0,4913146435598414.0,6088216.41530393,216427385.6443858,8210000000.0,-45600000.0
2.2143133858202727e+21,2.843863512419499e+21,2.6976598020818044e+21,8.999454128119068e+21,3.217159636627451e+21,6576201157.185438,193233316730.68967,6470000000000.0,-21400000000.0
1.0104918764552222e+25,1.3677501788790172e+25,1.3678218564640747e+25,6.156215030538998e+25,5.129442495813192e+25,630655723728.2245,22508835295541.5,814000000000000.0,-108000000000.0
2.4734561987994946e+22,3.3083388470565376e+22,3.303997947811029e+22,1.4815584331125273e+23,1.2354124050379355e+23,30445783011.403755,1106401902607.4417,46600000000000.0,-88600000.0
838456747102392.1,1129247736508021.8,1125842901225852.2,5033147524239455.0,4201514257836983.5,5571107.449388835,200053240.4274044,8080000000.0,-19000000.0
2354938400024300.0,3086280968091109.5,2881263449782098.0,9220553408703900.0,4983159786799150.0,9536311.171417926,263560718.65272516,9780000000.0,-29500000.0
7.038291820256256e+24,9.599530905150047e+24,9.604550803774842e+24,4.327886438570912e+25,3.603428224089548e+25,521690827386.29504,18849679144148.574,768000000000000.0,-1010000000000.0
4.4542371871145635e+22,6.013439457070218e+22,6.014284353779039e+22,2.7072035884594603e+23,2.2537798807007298e+23,41803388228.72053,1492591268061.6428,55200000000000.0,-37200000000.0
1.0393428077044086e+25,1.4418026819221818e+25,1.4406211110757166e+25,6.469414138661251e+25,5.397416333889428e+25,519017453770.34076,23031500852359.75,1150000000000000.0,-27300000.0
1.2463566919408982e+26,1.6908450967628136e+26,1.6928350875174525e+26,7.640696259228179e+26,6.356110424040099e+26,2213985125020.8965,79209011491083.67,2950000000000000.0,-4900000000000.0
4020637792533910.0,5405358124148061.0,5353323684785224.0,2.31633144571149e+16,1.859673552719049e+16,12265254.627658382,427630841.04381984,17000000000.0,-54400000.0
3.78712329658624e+16,5.127702596433586e+16,5.147887271082171e+16,2.3406843586173888e+17,1.938232441290813e+17,37558097.15512893,1356794165.7650568,53800000000.0,-281000000.0
1.8553359810732955e+21,2.51865963029518e+21,2.400379230839445e+21,8.243315860497466e+21,3.2215037900058625e+21,6547743161.533784,187694003118.01398,7570000000000.0,-11200000000.0
1.061779836104584e+16,1.4692604174936586e+16,1.4624699512968328e+16,6.50179373282071e+16,5.437008360332675e+16,18112023.57386431,712870233.5224638,34100000000.0,-21600000.0
1.0866508932382686e+22,1.466817308613158e+22,1.4669801986605034e+22,6.603229291316723e+22,5.4984502134461335e+22,20644469039.27334,737224694998.4519,27300000000000.0,-28100000000.0
3.5675909859786776e+16,4.96632014801598e+16,4.974991155474249e+16,2.2487694950934566e+17,1.8634285063944544e+17,31578064.037611555,1319308496.8748,64700000000.0,-188000000.0
4696750767580850.0,6259822379448160.0,6166462820364323.0,2.6352971380668784e+16,2.1361578843433264e+16,12985354.74044478,462212583.52724814,20000000000.0,-74000000.0
2421795802597034.0,3262880261553069.0,3247812318021308.0,1.4264798106796664e+16,1.1421986687932628e+16,9498849.876490463,329882069.9296416,13000000000.0,-73200000.0
1.182529315096117e+21,1.577039117292646e+21,1.4455184800186782e+21,3.8524350242264716e+21,3.857448596200985e+20,4944670378.671552,176833283084.7414,6770000000000.0,-21600000000.0
3149974392606461.0,4235197400803832.0,4086799530652883.0,1.6115447792715562e+16,1.2501933077822752e+16,10870912.057957532,365070028.625236,15200000000.0,-106000000.0
3.332678724072905e+22,4.5071585392432454e+22,4.500932249438605e+22,2.0181392586202125e+23,1.6838593222792403e+23,36224434178.87308,1290002566141.2925,46600000000000.0,-52600000.0
5256464437605300.0,7130101987576127.0,7024532054423614.0,2.9993883374075996e+16,2.3947651876746148e+16,14075234.961080955,472462000.3007739,17900000000.0,-20600000.0
2771771649266210.5,3706381327530669.0,3699529367034039.0,1.6581346169299664e+16,1.382619648665484e+16,9714553.898346951,363809460.9378541,16400000000.0,-29700.0
1.4917137171503406e+27,1.9672330268868334e+27,1.967049444385019e+27,8.849738417839992e+27,7.375724019741677e+27,6134547869708.914,270736766196868.34,1.35e+16,-997000000000.0
6685639159981080.0,9101867113578126.0,9073901888001688.0,4.043917441988866e+16,3.3527003472317388e+16,15905208.345349304,564030803.8102685,21300000000.0,-2760000.0
8788362068803754.0,1.2068270524468102e+16,1.2092361351388034e+16,5.4683242445694744e+16,4.520618619253247e+16,17982841.689945206,652167963.5067751,27100000000.0,-100000000.0
1.7062614780751921e+19,2.277900098492498e+19,2.090039894225531e+19,5.554683550464524e+19,5.370826922363076e+18,598728268.161992,20994997892.338394,770000000000.0,-5000000000.0
3.301047612245931e+25,4.470216162099461e+25,4.4649546988771136e+25,2.003248867492496e+26,1.6721332429844708e+26,1139974835995.4219,40640237533041.81,1500000000000000.0,-23000000.0
5212950022913242.0,7169942559927490.0,7090931574623378.0,3.0679507880267148e+16,2.51896520679568e+16,13152119.756232599,493190113.9194633,22900000000.0,-4460000.0
2.066856289663563e+25,2.733765913188015e+25,2.713431699659848e+25,1.1745951971773116e+26,9.022014623245477e+25,829136115872.6097,29564714126790.82,1380000000000000.0,-120000000000.0
1.296425143552631e+25,1.7557931695661484e+25,1.7534990396475215e+25,7.864709214760558e+25,6.566033678274929e+25,714376851724.3578,25466434352869.996,943000000000000.0,-64600000.0
1.2111078421555584e+23,1.6319966408501644e+23,1.6300447656837492e+23,7.31264800951677e+23,6.101559129845334e+23,68843214881.51482,2456449880885.9556,92600000000000.0,-50900000.0
4.356439180511974e+25,5.923157462247778e+25,5.917561598926094e+25,2.656553104723876e+26,2.2167096887933868e+26,1304681540080.686,46771174551714.4,1840000000000000.0,-170000000.0
3589583695181916.5,4881796932192348.0,4892655041069662.0,2.2137123870556236e+16,1.824730959634164e+16,11659038.105924454,415995019.17788637,15000000000.0,-81400000.0
6.991354667831981e+24,9.519769861140262e+24,9.532017822830407e+24,4.3035488873765825e+25,3.5792915387650923e+25,522266785476.07263,18788938721621.12,742000000000000.0,-1240000000000.0
6708875671089349.0,8887445410087988.0,8231336042545532.0,2.5961857773336464e+16,1.7278344044454754e+16,15727619.099474255,479701186.53741515,17800000000.0,-86900000.0
2.373932002461891e+31,3.2811291181780393e+31,3.246782986977151e+31,1.3838139500462915e+32,1.0288599354875965e+32,692221712559107.6,3.2185018237796372e+16,1.62e+18,-438000000.0
1.2368306812795448e+22,1.6760545482907928e+22,1.6765744600196086e+22,7.5488587210958205e+22,6.278105696876556e+22,22061980357.523544,787515875564.2107,29000000000000.0,-26600000000.0
1.5510624702743548e+16,2.167144729713522e+16,2.1792338213828084e+16,9.948675704245258e+16,8.213613998533046e+16,19742499.20524284,874941861.9011045,43600000000.0,-339000000.0
7.432339677819173e+18,9.843517453310351e+18,9.79891148821613e+18,4.2732744953693364e+19,3.2645128235199726e+19,492506007.2112036,18256597383.28805,865000000000.0,-3520000000.0
1.289750809840402e+18,1.701457754348469e+18,1.6082610737227528e+18,5.505125893218392e+18,2.8399851533248425e+18,225192903.6235899,6486285263.069252,226000000000.0,-31900000.0
9.36662770002985e+24,1.2570208451896735e+25,1.2570117412818782e+25,5.65662223135567e+25,4.713637209644054e+25,598541715264.4141,21598108797511.055,877000000000000.0,-157000000000.0
4635145970268586.0,6359710462514482.0,6352207688735605.0,2.8520401480069308e+16,2.3766442662952428e+16,13019784.37048228,472992291.2403908,19900000000.0,-597000.0
1.950876327902096e+17,2.6067757327117917e+17,2.5220749332008522e+17,9.359730550514848e+17,4.431302158365876e+17,86683454.41061527,2307785992.838243,79300000000.0,-466000000.0
3.2371998348593495e+23,4.341819226256561e+23,4.3322161518009236e+23,1.9381645103031983e+24,1.6185858302873787e+24,111521657293.00883,4001063216697.546,161000000000000.0,-103000000.0
9.305018202194161e+24,1.2597613643768228e+25,1.2604734716105203e+25,5.6804515206958805e+25,4.729474459746113e+25,605130113245.5603,21612215466362.33,781000000000000.0,-821000000000.0
2.809837424956404e+23,3.849178239024334e+23,3.786613620470169e+23,1.5527156312439785e+24,1.0365352097459691e+24,96176978226.51479,3193321705763.3745,155000000000000.0,-418000000000.0
2.8995832934918184e+16,3.960564960517421e+16,3.948789161885651e+16,1.748355477043801e+17,1.4271849895243667e+17,32957152.787356924,1173281478.4378033,46800000000.0,-330000000.0
3.040229176749465e+23,4.158685420657547e+23,4.161804756977747e+23,1.8763863946560502e+24,1.561420490322311e+24,107443199306.43593,3922623785289.656,166000000000000.0,-190000000000.0
2515297901420990.0,3404489661392256.0,3326552421707745.0,1.3836499650880018e+16,1.1141770251813996e+16,9689186.569185793,334104882.7552041,13700000000.0,-1240.0
8.90891068164266e+16,1.1759236454032822e+17,1.1704140074929949e+17,5.072168774939904e+17,3.739964277491373e+17,45904789.07908728,1710066391.225885,83000000000.0,-793000000.0
1.8602638752835369e+25,2.497677011540782e+25,2.496044152273984e+25,1.1213624620043668e+26,9.352191761112227e+25,845762711056.1715,30420868141217.69,1220000000000000.0,-28300000.0
3.749244087663174e+25,5.10149520667412e+25,5.099917502881271e+25,2.293225481229614e+26,1.91183381579486e+26,1209350749385.496,43430964250273.52,1720000000000000.0,-20000000.0
6.529966087170211e+22,8.965804375307755e+22,8.944683863309214e+22,3.999282315379943e+23,3.336745008564075e+23,48338711461.49144,1811535655150.6804,82000000000000.0,-45600000.0
9.23091232008351e+23,1.258705271820027e+24,1.2561063906068645e+24,5.597077035537335e+24,4.58003866263212e+24,188410368010.75467,6703731167718.602,278000000000000.0,-10900000000.0
2.092170096087107e+25,2.8453695279824855e+25,2.84284240711663e+25,1.2764200778605685e+26,1.0650040112327387e+26,903754338715.5453,32418073523464.34,1280000000000000.0,-200000000.0
1.6725334143177541e+25,2.27604095204248e+25,2.275392529399468e+25,1.0232167877510574e+26,8.530024586011493e+25,807579786334.7295,29009886606524.633,1150000000000000.0,-49000000000.0
1.2710397381361593e+27,1.7137884600902917e+27,1.714430200714906e+27,7.721389673767058e+27,6.426976503542902e+27,7048330355212.018,252028678414963.28,9540000000000000.0,-5570000000000.0
3201898650877336.5,4308699798943467.0,4293341255597109.0,1.9059508872337284e+16,1.5518146978234068e+16,10867047.9190396,385955940.6931,15800000000.0,-20000000.0
3.1139892659648634e+26,4.2223750346082056e+26,4.219951493285044e+26,1.896244871633054e+27,1.581498075918297e+27,3499556268887.751,124962998762567.36,4690000000000000.0,-72100000.0
1.0656038828813387e+25,1.4412575265152546e+25,1.4433986256817466e+25,6.519935323600978e+25,5.421135307381784e+25,647087919256.1727,23140108935214.152,839000000000000.0,-1650000000000.0
2261222247652911.0,3120082567942545.5,3116157859658763.0,1.3956623130179646e+16,1.1493481712426212e+16,8796683.74887291,329094600.9520688,14900000000.0,-19000000.0
1.0993862065765708e+25,1.4907144311845173e+25,1.4929231664831733e+25,6.7435793075794e+25,5.607116063342375e+25,657665416298.2548,23527114244221.35,866000000000000.0,-1670000000000.0
2156930284830610.2,2869128083002491.0,2803508236543255.0,1.1521042754320896e+16,9098211629272882.0,8891633.857719779,307872037.6775169,13000000000.0,-92200000.0
5008487865954412.0,6741077543687589.0,6735549244041861.0,3.026527791568941e+16,2.5192550864155424e+16,13518704.496461155,490064923.49350303,20400000000.0,-30300000.0
3.325510370361595e+24,4.534673495063316e+24,4.5323256170825297e+24,2.035988653922193e+25,1.6942318972044686e+25,358323886624.64514,12919782817956.625,528000000000000.0,-42000000000.0
7.272779796704093e+16,9.9099436987504e+16,9.689011087427363e+16,3.9255636446410464e+17,2.66626449709914e+17,50470087.34060865,1679306281.701529,72900000000.0,-219000000.0
3.707830156013646e+16,5.006428950548242e+16,5.005777322909796e+16,2.2474457736059613e+17,1.8568325605531824e+17,37125798.81756891,1333152723.2553105,53300000000.0,-219000000.0
7923596471382096.0,1.0854890475552344e+16,1.0873124833165506e+16,4.8843828677103416e+16,3.9538007329720104e+16,17199920.802756198,606186973.151132,23900000000.0,-142000000.0
5.4440586973306745e+23,7.386095184043822e+23,7.37724680807252e+23,3.3097485547016595e+24,2.762589757524521e+24,146233475965.27005,5222782633471.093,199000000000000.0,-30300000.0
1.4726374945967134e+24,1.9728074404060562e+24,1.9720715318388563e+24,8.866234250554147e+24,7.391680157214934e+24,235965220392.53442,8554755523921.075,355000000000000.0,-118000000000.0
4797104483612628.0,6423151774272643.0,6409834398024825.0,2.871912125673031e+16,2.3964570152619484e+16,12919239.71698213,478669155.3287191,21200000000.0,-2660.0
2.0018580182743695e+26,2.7240184260228257e+26,2.7237627342354703e+26,1.2254258184577474e+27,1.0212962824873758e+27,2794722428511.49,100379138512703.94,3970000000000000.0,-142000000.0
8292417354493259.0,1.1470274453698366e+16,1.140827597193999e+16,5.062870760801879e+16,4.234759622615755e+16,15994634.004628297,630183377.1188606,30100000000.0,-122000.0
4958294674887244.0,6712579855620898.0,6719522485904079.0,3.0338064313774676e+16,2.5193623761933492e+16,13641036.922405416,489205891.9669926,18900000000.0,-89400000.0
7.43327568283115e+23,1.0051147186966705e+24,1.0059708863828559e+24,4.536754494376655e+24,3.7752871548277937e+24,170929725897.26404,6107005809982.19,221000000000000.0,-302000000000.0
7.208957038150491e+24,9.82179008961283e+24,9.828112433520474e+24,4.42998799412531e+25,3.6878447596638614e+25,529403626220.6431,19071278087250.363,764000000000000.0,-829000000000.0
1460416523132529.0,1989546097463958.0,1994832068770251.5,9043739560163914.0,7474339314267128.0,7437944.234581396,266020285.7149376,9680000000.0,-64200000.0
3.5356763888915725e+25,4.761876225181347e+25,4.757159008489318e+25,2.135382434918679e+26,1.7820108417689032e+26,1175039520221.9265,41979811779350.74,1600000000000000.0,-44900000.0
4814298112753730.0,6621758550216000.0,6604045915541422.0,2.9481702367984812e+16,2.4424030947180584e+16,13058599.999437353,479824705.73073477,21100000000.0,-556000.0
4.2055310805862905e+24,5.65054243940641e+24,5.642373338356717e+24,2.529809113938184e+25,2.112540435554741e+25,403449468178.6741,14458192477884.021,570000000000000.0,-2310000.0
3.4510807950762696e+24,4.632892315842541e+24,4.6290684327890895e+24,2.0787664960077734e+25,1.7342423856756195e+25,364236492677.0674,13100731529137.945,526000000000000.0,-67200000.0
